"Grid","Lon","Lat","siteid"
"0025/0048",-85.04,41.54,"41.54|-85.04"
"0025/0048",-85.04,41.62,"41.62|-85.04"
"0025/0048",-85.04,41.71,"41.71|-85.04"
"0025/0048",-85.04,41.79,"41.79|-85.04"
"0025/0048",-85.04,41.88,"41.88|-85.04"
"0025/0048",-85.04,41.96,"41.96|-85.04"
"0024/0048",-85.04,42.04,"42.04|-85.04"
"0024/0048",-85.04,42.12,"42.12|-85.04"
"0024/0048",-85.04,42.21,"42.21|-85.04"
"0024/0048",-85.04,42.29,"42.29|-85.04"
"0024/0048",-85.04,42.38,"42.38|-85.04"
"0024/0048",-85.04,42.46,"42.46|-85.04"
"0024/0048",-85.04,42.54,"42.54|-85.04"
"0024/0048",-85.04,42.62,"42.62|-85.04"
"0024/0048",-85.04,42.71,"42.71|-85.04"
"0024/0048",-85.04,42.79,"42.79|-85.04"
"0026/0048",-85.12,39.29,"39.29|-85.12"
"0026/0048",-85.12,39.38,"39.38|-85.12"
"0026/0048",-85.12,39.46,"39.46|-85.12"
"0026/0048",-85.12,39.54,"39.54|-85.12"
"0026/0048",-85.12,39.62,"39.62|-85.12"
"0026/0048",-85.12,39.71,"39.71|-85.12"
"0026/0048",-85.12,39.79,"39.79|-85.12"
"0026/0048",-85.12,39.88,"39.88|-85.12"
"0026/0048",-85.12,39.96,"39.96|-85.12"
"0025/0048",-85.12,40.04,"40.04|-85.12"
"0025/0048",-85.12,40.12,"40.12|-85.12"
"0025/0048",-85.12,40.21,"40.21|-85.12"
"0025/0048",-85.12,40.29,"40.29|-85.12"
"0025/0048",-85.12,40.38,"40.38|-85.12"
"0025/0048",-85.12,40.46,"40.46|-85.12"
"0025/0048",-85.12,40.54,"40.54|-85.12"
"0025/0048",-85.12,40.62,"40.62|-85.12"
"0025/0048",-85.12,40.71,"40.71|-85.12"
"0025/0048",-85.12,40.79,"40.79|-85.12"
"0025/0048",-85.12,40.88,"40.88|-85.12"
"0025/0048",-85.12,40.96,"40.96|-85.12"
"0025/0048",-85.12,41.04,"41.04|-85.12"
"0025/0048",-85.12,41.12,"41.12|-85.12"
"0025/0048",-85.12,41.21,"41.21|-85.12"
"0025/0048",-85.12,41.29,"41.29|-85.12"
"0025/0048",-85.12,41.38,"41.38|-85.12"
"0025/0048",-85.12,41.46,"41.46|-85.12"
"0025/0048",-85.12,41.54,"41.54|-85.12"
"0025/0048",-85.12,41.62,"41.62|-85.12"
"0025/0048",-85.12,41.71,"41.71|-85.12"
"0025/0048",-85.12,41.79,"41.79|-85.12"
"0025/0048",-85.12,41.88,"41.88|-85.12"
"0025/0048",-85.12,41.96,"41.96|-85.12"
"0024/0048",-85.12,42.04,"42.04|-85.12"
"0024/0048",-85.12,42.12,"42.12|-85.12"
"0024/0048",-85.12,42.21,"42.21|-85.12"
"0024/0048",-85.12,42.29,"42.29|-85.12"
"0024/0048",-85.12,42.38,"42.38|-85.12"
"0024/0048",-85.12,42.46,"42.46|-85.12"
"0024/0048",-85.12,42.54,"42.54|-85.12"
"0024/0048",-85.12,42.62,"42.62|-85.12"
"0024/0048",-85.12,42.71,"42.71|-85.12"
"0024/0048",-85.12,42.79,"42.79|-85.12"
"0026/0048",-85.21,39.29,"39.29|-85.21"
"0026/0048",-85.21,39.38,"39.38|-85.21"
"0026/0048",-85.21,39.46,"39.46|-85.21"
"0026/0048",-85.21,39.54,"39.54|-85.21"
"0026/0048",-85.21,39.62,"39.62|-85.21"
"0026/0048",-85.21,39.71,"39.71|-85.21"
"0026/0048",-85.21,39.79,"39.79|-85.21"
"0026/0048",-85.21,39.88,"39.88|-85.21"
"0026/0048",-85.21,39.96,"39.96|-85.21"
"0025/0048",-85.21,40.04,"40.04|-85.21"
"0025/0048",-85.21,40.12,"40.12|-85.21"
"0025/0048",-85.21,40.21,"40.21|-85.21"
"0025/0048",-85.21,40.29,"40.29|-85.21"
"0025/0048",-85.21,40.38,"40.38|-85.21"
"0025/0048",-85.21,40.46,"40.46|-85.21"
"0025/0048",-85.21,40.54,"40.54|-85.21"
"0025/0048",-85.21,40.62,"40.62|-85.21"
"0025/0048",-85.21,40.71,"40.71|-85.21"
"0025/0048",-85.21,40.79,"40.79|-85.21"
"0025/0048",-85.21,40.88,"40.88|-85.21"
"0025/0048",-85.21,40.96,"40.96|-85.21"
"0025/0048",-85.21,41.04,"41.04|-85.21"
"0025/0048",-85.21,41.12,"41.12|-85.21"
"0025/0048",-85.21,41.21,"41.21|-85.21"
"0025/0048",-85.21,41.29,"41.29|-85.21"
"0025/0048",-85.21,41.38,"41.38|-85.21"
"0025/0048",-85.21,41.46,"41.46|-85.21"
"0025/0048",-85.21,41.54,"41.54|-85.21"
"0025/0048",-85.21,41.62,"41.62|-85.21"
"0025/0048",-85.21,41.71,"41.71|-85.21"
"0025/0048",-85.21,41.79,"41.79|-85.21"
"0025/0048",-85.21,41.88,"41.88|-85.21"
"0025/0048",-85.21,41.96,"41.96|-85.21"
"0024/0048",-85.21,42.04,"42.04|-85.21"
"0024/0048",-85.21,42.12,"42.12|-85.21"
"0024/0048",-85.21,42.21,"42.21|-85.21"
"0024/0048",-85.21,42.29,"42.29|-85.21"
"0024/0048",-85.21,42.38,"42.38|-85.21"
"0024/0048",-85.21,42.46,"42.46|-85.21"
"0024/0048",-85.21,42.54,"42.54|-85.21"
"0024/0048",-85.21,42.62,"42.62|-85.21"
"0024/0048",-85.21,42.71,"42.71|-85.21"
"0024/0048",-85.21,42.79,"42.79|-85.21"
"0026/0048",-85.29,39.29,"39.29|-85.29"
"0026/0048",-85.29,39.38,"39.38|-85.29"
"0026/0048",-85.29,39.46,"39.46|-85.29"
"0026/0048",-85.29,39.54,"39.54|-85.29"
"0026/0048",-85.29,39.62,"39.62|-85.29"
"0026/0048",-85.29,39.71,"39.71|-85.29"
"0026/0048",-85.29,39.79,"39.79|-85.29"
"0026/0048",-85.29,39.88,"39.88|-85.29"
"0026/0048",-85.29,39.96,"39.96|-85.29"
"0025/0048",-85.29,40.04,"40.04|-85.29"
"0025/0048",-85.29,40.12,"40.12|-85.29"
"0025/0048",-85.29,40.21,"40.21|-85.29"
"0025/0048",-85.29,40.29,"40.29|-85.29"
"0025/0048",-85.29,40.38,"40.38|-85.29"
"0025/0048",-85.29,40.46,"40.46|-85.29"
"0025/0048",-85.29,40.54,"40.54|-85.29"
"0025/0048",-85.29,40.62,"40.62|-85.29"
"0025/0048",-85.29,40.71,"40.71|-85.29"
"0025/0048",-85.29,40.79,"40.79|-85.29"
"0025/0048",-85.29,40.88,"40.88|-85.29"
"0025/0048",-85.29,40.96,"40.96|-85.29"
"0025/0048",-85.29,41.04,"41.04|-85.29"
"0025/0048",-85.29,41.12,"41.12|-85.29"
"0025/0048",-85.29,41.21,"41.21|-85.29"
"0025/0048",-85.29,41.29,"41.29|-85.29"
"0025/0048",-85.29,41.38,"41.38|-85.29"
"0025/0048",-85.29,41.46,"41.46|-85.29"
"0025/0048",-85.29,41.54,"41.54|-85.29"
"0025/0048",-85.29,41.62,"41.62|-85.29"
"0025/0048",-85.29,41.71,"41.71|-85.29"
"0025/0048",-85.29,41.79,"41.79|-85.29"
"0025/0048",-85.29,41.88,"41.88|-85.29"
"0025/0048",-85.29,41.96,"41.96|-85.29"
"0024/0048",-85.29,42.04,"42.04|-85.29"
"0024/0048",-85.29,42.12,"42.12|-85.29"
"0024/0048",-85.29,42.21,"42.21|-85.29"
"0024/0048",-85.29,42.29,"42.29|-85.29"
"0024/0048",-85.29,42.38,"42.38|-85.29"
"0024/0048",-85.29,42.46,"42.46|-85.29"
"0024/0048",-85.29,42.54,"42.54|-85.29"
"0024/0048",-85.29,42.62,"42.62|-85.29"
"0024/0048",-85.29,42.71,"42.71|-85.29"
"0024/0048",-85.29,42.79,"42.79|-85.29"
"0026/0048",-85.38,39.21,"39.21|-85.38"
"0026/0048",-85.38,39.29,"39.29|-85.38"
"0026/0048",-85.38,39.38,"39.38|-85.38"
"0026/0048",-85.38,39.46,"39.46|-85.38"
"0026/0048",-85.38,39.54,"39.54|-85.38"
"0026/0048",-85.38,39.62,"39.62|-85.38"
"0026/0048",-85.38,39.71,"39.71|-85.38"
"0026/0048",-85.38,39.79,"39.79|-85.38"
"0026/0048",-85.38,39.88,"39.88|-85.38"
"0026/0048",-85.38,39.96,"39.96|-85.38"
"0025/0048",-85.38,40.04,"40.04|-85.38"
"0025/0048",-85.38,40.12,"40.12|-85.38"
"0025/0048",-85.38,40.21,"40.21|-85.38"
"0025/0048",-85.38,40.29,"40.29|-85.38"
"0025/0048",-85.38,40.38,"40.38|-85.38"
"0025/0048",-85.38,40.46,"40.46|-85.38"
"0025/0048",-85.38,40.54,"40.54|-85.38"
"0025/0048",-85.38,40.62,"40.62|-85.38"
"0025/0048",-85.38,40.71,"40.71|-85.38"
"0025/0048",-85.38,40.79,"40.79|-85.38"
"0025/0048",-85.38,40.88,"40.88|-85.38"
"0025/0048",-85.38,40.96,"40.96|-85.38"
"0025/0048",-85.38,41.04,"41.04|-85.38"
"0025/0048",-85.38,41.12,"41.12|-85.38"
"0025/0048",-85.38,41.21,"41.21|-85.38"
"0025/0048",-85.38,41.29,"41.29|-85.38"
"0025/0048",-85.38,41.38,"41.38|-85.38"
"0025/0048",-85.38,41.46,"41.46|-85.38"
"0025/0048",-85.38,41.54,"41.54|-85.38"
"0025/0048",-85.38,41.62,"41.62|-85.38"
"0025/0048",-85.38,41.71,"41.71|-85.38"
"0025/0048",-85.38,41.79,"41.79|-85.38"
"0025/0048",-85.38,41.88,"41.88|-85.38"
"0025/0048",-85.38,41.96,"41.96|-85.38"
"0024/0048",-85.38,42.04,"42.04|-85.38"
"0024/0048",-85.38,42.12,"42.12|-85.38"
"0024/0048",-85.38,42.21,"42.21|-85.38"
"0024/0048",-85.38,42.29,"42.29|-85.38"
"0024/0048",-85.38,42.38,"42.38|-85.38"
"0024/0048",-85.38,42.46,"42.46|-85.38"
"0024/0048",-85.38,42.62,"42.62|-85.38"
"0024/0048",-85.38,42.71,"42.71|-85.38"
"0024/0048",-85.38,42.79,"42.79|-85.38"
"0026/0048",-85.46,38.88,"38.88|-85.46"
"0026/0048",-85.46,38.96,"38.96|-85.46"
"0026/0048",-85.46,39.12,"39.12|-85.46"
"0026/0048",-85.46,39.21,"39.21|-85.46"
"0026/0048",-85.46,39.29,"39.29|-85.46"
"0026/0048",-85.46,39.38,"39.38|-85.46"
"0026/0048",-85.46,39.46,"39.46|-85.46"
"0026/0048",-85.46,39.54,"39.54|-85.46"
"0026/0048",-85.46,39.62,"39.62|-85.46"
"0026/0048",-85.46,39.71,"39.71|-85.46"
"0026/0048",-85.46,39.79,"39.79|-85.46"
"0026/0048",-85.46,39.88,"39.88|-85.46"
"0026/0048",-85.46,39.96,"39.96|-85.46"
"0025/0048",-85.46,40.04,"40.04|-85.46"
"0025/0048",-85.46,40.12,"40.12|-85.46"
"0025/0048",-85.46,40.21,"40.21|-85.46"
"0025/0048",-85.46,40.29,"40.29|-85.46"
"0025/0048",-85.46,40.38,"40.38|-85.46"
"0025/0048",-85.46,40.46,"40.46|-85.46"
"0025/0048",-85.46,40.54,"40.54|-85.46"
"0025/0048",-85.46,40.62,"40.62|-85.46"
"0025/0048",-85.46,40.71,"40.71|-85.46"
"0025/0048",-85.46,40.79,"40.79|-85.46"
"0025/0048",-85.46,40.88,"40.88|-85.46"
"0025/0048",-85.46,40.96,"40.96|-85.46"
"0025/0048",-85.46,41.04,"41.04|-85.46"
"0025/0048",-85.46,41.12,"41.12|-85.46"
"0025/0048",-85.46,41.21,"41.21|-85.46"
"0025/0048",-85.46,41.29,"41.29|-85.46"
"0025/0048",-85.46,41.38,"41.38|-85.46"
"0025/0048",-85.46,41.46,"41.46|-85.46"
"0025/0048",-85.46,41.54,"41.54|-85.46"
"0025/0048",-85.46,41.62,"41.62|-85.46"
"0025/0048",-85.46,41.71,"41.71|-85.46"
"0025/0048",-85.46,41.79,"41.79|-85.46"
"0025/0048",-85.46,41.88,"41.88|-85.46"
"0025/0048",-85.46,41.96,"41.96|-85.46"
"0024/0048",-85.46,42.04,"42.04|-85.46"
"0024/0048",-85.46,42.12,"42.12|-85.46"
"0024/0048",-85.46,42.21,"42.21|-85.46"
"0024/0048",-85.46,42.29,"42.29|-85.46"
"0024/0048",-85.46,42.38,"42.38|-85.46"
"0024/0048",-85.46,42.46,"42.46|-85.46"
"0024/0048",-85.46,42.54,"42.54|-85.46"
"0024/0048",-85.46,42.62,"42.62|-85.46"
"0024/0048",-85.46,42.71,"42.71|-85.46"
"0024/0048",-85.46,42.79,"42.79|-85.46"
"0026/0048",-85.54,38.88,"38.88|-85.54"
"0026/0048",-85.54,38.96,"38.96|-85.54"
"0026/0048",-85.54,39.04,"39.04|-85.54"
"0026/0048",-85.54,39.12,"39.12|-85.54"
"0026/0048",-85.54,39.21,"39.21|-85.54"
"0026/0048",-85.54,39.29,"39.29|-85.54"
"0026/0048",-85.54,39.38,"39.38|-85.54"
"0026/0048",-85.54,39.46,"39.46|-85.54"
"0026/0048",-85.54,39.54,"39.54|-85.54"
"0026/0048",-85.54,39.62,"39.62|-85.54"
"0026/0048",-85.54,39.71,"39.71|-85.54"
"0026/0048",-85.54,39.79,"39.79|-85.54"
"0026/0048",-85.54,39.88,"39.88|-85.54"
"0026/0048",-85.54,39.96,"39.96|-85.54"
"0025/0048",-85.54,40.04,"40.04|-85.54"
"0025/0048",-85.54,40.12,"40.12|-85.54"
"0025/0048",-85.54,40.21,"40.21|-85.54"
"0025/0048",-85.54,40.29,"40.29|-85.54"
"0025/0048",-85.54,40.38,"40.38|-85.54"
"0025/0048",-85.54,40.46,"40.46|-85.54"
"0025/0048",-85.54,40.54,"40.54|-85.54"
"0025/0048",-85.54,40.62,"40.62|-85.54"
"0025/0048",-85.54,40.71,"40.71|-85.54"
"0025/0048",-85.54,40.79,"40.79|-85.54"
"0025/0048",-85.54,40.88,"40.88|-85.54"
"0025/0048",-85.54,40.96,"40.96|-85.54"
"0025/0048",-85.54,41.04,"41.04|-85.54"
"0025/0048",-85.54,41.12,"41.12|-85.54"
"0025/0048",-85.54,41.21,"41.21|-85.54"
"0025/0048",-85.54,41.29,"41.29|-85.54"
"0025/0048",-85.54,41.38,"41.38|-85.54"
"0025/0048",-85.54,41.46,"41.46|-85.54"
"0025/0048",-85.54,41.54,"41.54|-85.54"
"0025/0048",-85.54,41.62,"41.62|-85.54"
"0025/0048",-85.54,41.71,"41.71|-85.54"
"0025/0048",-85.54,41.79,"41.79|-85.54"
"0025/0048",-85.54,41.88,"41.88|-85.54"
"0025/0048",-85.54,41.96,"41.96|-85.54"
"0024/0048",-85.54,42.04,"42.04|-85.54"
"0024/0048",-85.54,42.12,"42.12|-85.54"
"0024/0048",-85.54,42.21,"42.21|-85.54"
"0024/0048",-85.54,42.29,"42.29|-85.54"
"0024/0048",-85.54,42.38,"42.38|-85.54"
"0024/0048",-85.54,42.46,"42.46|-85.54"
"0024/0048",-85.54,42.54,"42.54|-85.54"
"0024/0048",-85.54,42.62,"42.62|-85.54"
"0024/0048",-85.54,42.71,"42.71|-85.54"
"0024/0048",-85.54,42.79,"42.79|-85.54"
"0026/0048",-85.62,38.88,"38.88|-85.62"
"0026/0048",-85.62,38.96,"38.96|-85.62"
"0026/0048",-85.62,39.04,"39.04|-85.62"
"0026/0048",-85.62,39.12,"39.12|-85.62"
"0026/0048",-85.62,39.21,"39.21|-85.62"
"0026/0048",-85.62,39.29,"39.29|-85.62"
"0026/0048",-85.62,39.38,"39.38|-85.62"
"0026/0048",-85.62,39.46,"39.46|-85.62"
"0026/0048",-85.62,39.54,"39.54|-85.62"
"0026/0048",-85.62,39.62,"39.62|-85.62"
"0026/0048",-85.62,39.71,"39.71|-85.62"
"0026/0048",-85.62,39.79,"39.79|-85.62"
"0026/0048",-85.62,39.88,"39.88|-85.62"
"0026/0048",-85.62,39.96,"39.96|-85.62"
"0025/0048",-85.62,40.04,"40.04|-85.62"
"0025/0048",-85.62,40.12,"40.12|-85.62"
"0025/0048",-85.62,40.21,"40.21|-85.62"
"0025/0048",-85.62,40.29,"40.29|-85.62"
"0025/0048",-85.62,40.38,"40.38|-85.62"
"0025/0048",-85.62,40.46,"40.46|-85.62"
"0025/0048",-85.62,40.54,"40.54|-85.62"
"0025/0048",-85.62,40.62,"40.62|-85.62"
"0025/0048",-85.62,40.71,"40.71|-85.62"
"0025/0048",-85.62,40.79,"40.79|-85.62"
"0025/0048",-85.62,40.88,"40.88|-85.62"
"0025/0048",-85.62,40.96,"40.96|-85.62"
"0025/0048",-85.62,41.04,"41.04|-85.62"
"0025/0048",-85.62,41.12,"41.12|-85.62"
"0025/0048",-85.62,41.21,"41.21|-85.62"
"0025/0048",-85.62,41.29,"41.29|-85.62"
"0025/0048",-85.62,41.38,"41.38|-85.62"
"0025/0048",-85.62,41.46,"41.46|-85.62"
"0025/0048",-85.62,41.54,"41.54|-85.62"
"0025/0048",-85.62,41.62,"41.62|-85.62"
"0025/0048",-85.62,41.71,"41.71|-85.62"
"0025/0048",-85.62,41.79,"41.79|-85.62"
"0025/0048",-85.62,41.88,"41.88|-85.62"
"0025/0048",-85.62,41.96,"41.96|-85.62"
"0024/0048",-85.62,42.04,"42.04|-85.62"
"0024/0048",-85.62,42.12,"42.12|-85.62"
"0024/0048",-85.62,42.21,"42.21|-85.62"
"0024/0048",-85.62,42.29,"42.29|-85.62"
"0024/0048",-85.62,42.38,"42.38|-85.62"
"0024/0048",-85.62,42.46,"42.46|-85.62"
"0024/0048",-85.62,42.54,"42.54|-85.62"
"0024/0048",-85.62,42.62,"42.62|-85.62"
"0024/0048",-85.62,42.71,"42.71|-85.62"
"0024/0048",-85.62,42.79,"42.79|-85.62"
"0026/0048",-85.71,38.79,"38.79|-85.71"
"0026/0048",-85.71,38.88,"38.88|-85.71"
"0026/0048",-85.71,38.96,"38.96|-85.71"
"0026/0048",-85.71,39.04,"39.04|-85.71"
"0026/0048",-85.71,39.12,"39.12|-85.71"
"0026/0048",-85.71,39.21,"39.21|-85.71"
"0026/0048",-85.71,39.29,"39.29|-85.71"
"0026/0048",-85.71,39.38,"39.38|-85.71"
"0026/0048",-85.71,39.46,"39.46|-85.71"
"0026/0048",-85.71,39.54,"39.54|-85.71"
"0026/0048",-85.71,39.62,"39.62|-85.71"
"0026/0048",-85.71,39.71,"39.71|-85.71"
"0026/0048",-85.71,39.79,"39.79|-85.71"
"0026/0048",-85.71,39.88,"39.88|-85.71"
"0026/0048",-85.71,39.96,"39.96|-85.71"
"0025/0048",-85.71,40.04,"40.04|-85.71"
"0025/0048",-85.71,40.12,"40.12|-85.71"
"0025/0048",-85.71,40.21,"40.21|-85.71"
"0025/0048",-85.71,40.29,"40.29|-85.71"
"0025/0048",-85.71,40.38,"40.38|-85.71"
"0025/0048",-85.71,40.46,"40.46|-85.71"
"0025/0048",-85.71,40.54,"40.54|-85.71"
"0025/0048",-85.71,40.62,"40.62|-85.71"
"0025/0048",-85.71,40.71,"40.71|-85.71"
"0025/0048",-85.71,40.79,"40.79|-85.71"
"0025/0048",-85.71,40.88,"40.88|-85.71"
"0025/0048",-85.71,40.96,"40.96|-85.71"
"0025/0048",-85.71,41.04,"41.04|-85.71"
"0025/0048",-85.71,41.12,"41.12|-85.71"
"0025/0048",-85.71,41.21,"41.21|-85.71"
"0025/0048",-85.71,41.29,"41.29|-85.71"
"0025/0048",-85.71,41.38,"41.38|-85.71"
"0025/0048",-85.71,41.46,"41.46|-85.71"
"0025/0048",-85.71,41.54,"41.54|-85.71"
"0025/0048",-85.71,41.62,"41.62|-85.71"
"0025/0048",-85.71,41.71,"41.71|-85.71"
"0025/0048",-85.71,41.79,"41.79|-85.71"
"0025/0048",-85.71,41.88,"41.88|-85.71"
"0025/0048",-85.71,41.96,"41.96|-85.71"
"0024/0048",-85.71,42.04,"42.04|-85.71"
"0024/0048",-85.71,42.12,"42.12|-85.71"
"0024/0048",-85.71,42.21,"42.21|-85.71"
"0024/0048",-85.71,42.29,"42.29|-85.71"
"0024/0048",-85.71,42.38,"42.38|-85.71"
"0024/0048",-85.71,42.46,"42.46|-85.71"
"0024/0048",-85.71,42.54,"42.54|-85.71"
"0024/0048",-85.71,42.62,"42.62|-85.71"
"0024/0048",-85.71,42.71,"42.71|-85.71"
"0024/0048",-85.71,42.79,"42.79|-85.71"
"0026/0048",-85.79,38.79,"38.79|-85.79"
"0026/0048",-85.79,38.88,"38.88|-85.79"
"0026/0048",-85.79,38.96,"38.96|-85.79"
"0026/0048",-85.79,39.04,"39.04|-85.79"
"0026/0048",-85.79,39.12,"39.12|-85.79"
"0026/0048",-85.79,39.21,"39.21|-85.79"
"0026/0048",-85.79,39.29,"39.29|-85.79"
"0026/0048",-85.79,39.38,"39.38|-85.79"
"0026/0048",-85.79,39.46,"39.46|-85.79"
"0026/0048",-85.79,39.54,"39.54|-85.79"
"0026/0048",-85.79,39.62,"39.62|-85.79"
"0026/0048",-85.79,39.71,"39.71|-85.79"
"0026/0048",-85.79,39.79,"39.79|-85.79"
"0026/0048",-85.79,39.88,"39.88|-85.79"
"0026/0048",-85.79,39.96,"39.96|-85.79"
"0025/0048",-85.79,40.04,"40.04|-85.79"
"0025/0048",-85.79,40.12,"40.12|-85.79"
"0025/0048",-85.79,40.21,"40.21|-85.79"
"0025/0048",-85.79,40.29,"40.29|-85.79"
"0025/0048",-85.79,40.38,"40.38|-85.79"
"0025/0048",-85.79,40.46,"40.46|-85.79"
"0025/0048",-85.79,40.54,"40.54|-85.79"
"0025/0048",-85.79,40.62,"40.62|-85.79"
"0025/0048",-85.79,40.71,"40.71|-85.79"
"0025/0048",-85.79,40.79,"40.79|-85.79"
"0025/0048",-85.79,40.88,"40.88|-85.79"
"0025/0048",-85.79,40.96,"40.96|-85.79"
"0025/0048",-85.79,41.04,"41.04|-85.79"
"0025/0048",-85.79,41.12,"41.12|-85.79"
"0025/0048",-85.79,41.21,"41.21|-85.79"
"0025/0048",-85.79,41.29,"41.29|-85.79"
"0025/0048",-85.79,41.38,"41.38|-85.79"
"0025/0048",-85.79,41.46,"41.46|-85.79"
"0025/0048",-85.79,41.54,"41.54|-85.79"
"0025/0048",-85.79,41.62,"41.62|-85.79"
"0025/0048",-85.79,41.71,"41.71|-85.79"
"0025/0048",-85.79,41.79,"41.79|-85.79"
"0025/0048",-85.79,41.88,"41.88|-85.79"
"0025/0048",-85.79,41.96,"41.96|-85.79"
"0024/0048",-85.79,42.04,"42.04|-85.79"
"0024/0048",-85.79,42.12,"42.12|-85.79"
"0024/0048",-85.79,42.29,"42.29|-85.79"
"0024/0048",-85.79,42.38,"42.38|-85.79"
"0024/0048",-85.79,42.46,"42.46|-85.79"
"0024/0048",-85.79,42.54,"42.54|-85.79"
"0024/0048",-85.79,42.62,"42.62|-85.79"
"0024/0048",-85.79,42.71,"42.71|-85.79"
"0024/0048",-85.79,42.79,"42.79|-85.79"
"0026/0048",-85.88,38.79,"38.79|-85.88"
"0026/0048",-85.88,38.88,"38.88|-85.88"
"0026/0048",-85.88,38.96,"38.96|-85.88"
"0026/0048",-85.88,39.04,"39.04|-85.88"
"0026/0048",-85.88,39.12,"39.12|-85.88"
"0026/0048",-85.88,39.21,"39.21|-85.88"
"0026/0048",-85.88,39.29,"39.29|-85.88"
"0026/0048",-85.88,39.38,"39.38|-85.88"
"0026/0048",-85.88,39.46,"39.46|-85.88"
"0026/0048",-85.88,39.54,"39.54|-85.88"
"0026/0048",-85.88,39.62,"39.62|-85.88"
"0026/0048",-85.88,39.71,"39.71|-85.88"
"0026/0048",-85.88,39.79,"39.79|-85.88"
"0026/0048",-85.88,39.88,"39.88|-85.88"
"0026/0048",-85.88,39.96,"39.96|-85.88"
"0025/0048",-85.88,40.04,"40.04|-85.88"
"0025/0048",-85.88,40.12,"40.12|-85.88"
"0025/0048",-85.88,40.21,"40.21|-85.88"
"0025/0048",-85.88,40.29,"40.29|-85.88"
"0025/0048",-85.88,40.38,"40.38|-85.88"
"0025/0048",-85.88,40.46,"40.46|-85.88"
"0025/0048",-85.88,40.54,"40.54|-85.88"
"0025/0048",-85.88,40.62,"40.62|-85.88"
"0025/0048",-85.88,40.71,"40.71|-85.88"
"0025/0048",-85.88,40.79,"40.79|-85.88"
"0025/0048",-85.88,40.88,"40.88|-85.88"
"0025/0048",-85.88,40.96,"40.96|-85.88"
"0025/0048",-85.88,41.04,"41.04|-85.88"
"0025/0048",-85.88,41.12,"41.12|-85.88"
"0025/0048",-85.88,41.21,"41.21|-85.88"
"0025/0048",-85.88,41.29,"41.29|-85.88"
"0025/0048",-85.88,41.38,"41.38|-85.88"
"0025/0048",-85.88,41.46,"41.46|-85.88"
"0025/0048",-85.88,41.54,"41.54|-85.88"
"0025/0048",-85.88,41.62,"41.62|-85.88"
"0025/0048",-85.88,41.71,"41.71|-85.88"
"0025/0048",-85.88,41.79,"41.79|-85.88"
"0025/0048",-85.88,41.88,"41.88|-85.88"
"0025/0048",-85.88,41.96,"41.96|-85.88"
"0024/0048",-85.88,42.04,"42.04|-85.88"
"0024/0048",-85.88,42.12,"42.12|-85.88"
"0024/0048",-85.88,42.21,"42.21|-85.88"
"0024/0048",-85.88,42.29,"42.29|-85.88"
"0024/0048",-85.88,42.38,"42.38|-85.88"
"0024/0048",-85.88,42.46,"42.46|-85.88"
"0024/0048",-85.88,42.54,"42.54|-85.88"
"0024/0048",-85.88,42.62,"42.62|-85.88"
"0024/0048",-85.88,42.71,"42.71|-85.88"
"0024/0048",-85.88,42.79,"42.79|-85.88"
"0026/0048",-85.96,38.79,"38.79|-85.96"
"0026/0048",-85.96,38.88,"38.88|-85.96"
"0026/0048",-85.96,38.96,"38.96|-85.96"
"0026/0048",-85.96,39.04,"39.04|-85.96"
"0026/0048",-85.96,39.12,"39.12|-85.96"
"0026/0048",-85.96,39.21,"39.21|-85.96"
"0026/0048",-85.96,39.29,"39.29|-85.96"
"0026/0048",-85.96,39.38,"39.38|-85.96"
"0026/0048",-85.96,39.46,"39.46|-85.96"
"0026/0048",-85.96,39.54,"39.54|-85.96"
"0026/0048",-85.96,39.62,"39.62|-85.96"
"0026/0048",-85.96,39.71,"39.71|-85.96"
"0026/0048",-85.96,39.79,"39.79|-85.96"
"0026/0048",-85.96,39.88,"39.88|-85.96"
"0025/0048",-85.96,40.04,"40.04|-85.96"
"0025/0048",-85.96,40.12,"40.12|-85.96"
"0025/0048",-85.96,40.21,"40.21|-85.96"
"0025/0048",-85.96,40.29,"40.29|-85.96"
"0025/0048",-85.96,40.38,"40.38|-85.96"
"0025/0048",-85.96,40.46,"40.46|-85.96"
"0025/0048",-85.96,40.54,"40.54|-85.96"
"0025/0048",-85.96,40.62,"40.62|-85.96"
"0025/0048",-85.96,40.71,"40.71|-85.96"
"0025/0048",-85.96,40.79,"40.79|-85.96"
"0025/0048",-85.96,40.88,"40.88|-85.96"
"0025/0048",-85.96,40.96,"40.96|-85.96"
"0025/0048",-85.96,41.04,"41.04|-85.96"
"0025/0048",-85.96,41.12,"41.12|-85.96"
"0025/0048",-85.96,41.21,"41.21|-85.96"
"0025/0048",-85.96,41.29,"41.29|-85.96"
"0025/0048",-85.96,41.38,"41.38|-85.96"
"0025/0048",-85.96,41.46,"41.46|-85.96"
"0025/0048",-85.96,41.54,"41.54|-85.96"
"0025/0048",-85.96,41.62,"41.62|-85.96"
"0025/0048",-85.96,41.71,"41.71|-85.96"
"0025/0048",-85.96,41.79,"41.79|-85.96"
"0025/0048",-85.96,41.88,"41.88|-85.96"
"0025/0048",-85.96,41.96,"41.96|-85.96"
"0024/0048",-85.96,42.04,"42.04|-85.96"
"0024/0048",-85.96,42.12,"42.12|-85.96"
